TEAM,CONF,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,POSTSEASON,YEAR
SMU,Amer,52,49.5,18,21.7,32.7,31.7,30.5,30.6,48.7,48.6,37.9,33.8,65.4,0,2018
South Florida,Amer,48,51.1,21.4,16.5,28.8,30.6,33.1,32.6,44.8,52,36.1,33,65.8,0,2018
Temple,Amer,49.3,49.8,15.9,18.7,27.7,32.4,25.6,31.5,47.2,50.5,35,32.4,68.4,0,2018
Tulane,Amer,51.5,50.5,18.8,17.2,27.5,30,34.5,34.6,50.9,49.8,35,34.5,70.3,0,2018
Tulsa,Amer,50.7,49.5,18.6,17.9,32,29.6,41.6,25.3,49.7,47.9,34.7,34.4,68.8,0,2018
UCF,Amer,47.8,45.7,20.7,18.9,28.5,28.6,43.1,26.2,47.1,43.7,32.9,33.1,65.8,0,2018
Connecticut,Amer,51,49.6,18.5,20,32.3,30.2,32.7,39.2,50.7,49.2,34.4,33.5,70.4,0,2019
East Carolina,Amer,46.1,51,19,19.5,28.2,31,35.6,41.8,47.7,52,28.4,32.9,69.9,0,2019
Memphis,Amer,51,48.6,19.8,21.3,33.4,30.9,37.3,37.5,52.5,48.9,32.2,32.2,75.7,0,2019
SMU,Amer,51.2,50,16.6,17.5,33.4,31.6,27.8,29.5,51.3,48.2,34.1,35.1,66.4,0,2019
South Florida,Amer,49.1,48.4,22.6,21.9,36.3,26.8,48.1,43.1,48.5,48.2,33.3,32.5,68.6,0,2019
Tulane,Amer,47.1,50.6,21,15.1,27,30.9,32.8,31.6,46.7,50.7,31.8,33.6,71.2,0,2019
Tulsa,Amer,51.2,48.1,18,17.6,23,29.4,43.4,30.3,51.3,47.3,34,32.8,70.1,0,2019
Wichita St.,Amer,46.9,47.6,17.4,17.6,32.5,26.9,28.8,38.8,47.1,46.5,31,33,69.4,0,2019
Florida Gulf Coast,ASun,48.2,45.3,17.7,17.3,34.4,32.1,33.1,34.6,47,45.8,33.9,29.6,64.8,0,2015
Jacksonville,ASun,46.6,54.5,18.6,19.1,27.7,33.8,39.3,38.8,43.1,54.1,35.8,36.8,64,0,2015
Kennesaw St.,ASun,45.3,50.7,21.3,16.2,29.6,35.1,29.8,35.7,44.1,51.1,31.5,33.4,66.1,0,2015
Lipscomb,ASun,48.1,54.1,18.7,17.8,29.2,29.4,39.7,47,47.5,51.8,32.6,38.3,68.2,0,2015
Northern Kentucky,ASun,51.2,50.6,17.8,16.6,28.5,30,30,45.3,51.9,49.2,33.4,35.5,64.1,0,2015
Stetson,ASun,48.1,51.6,18.3,16.4,26.1,35.1,34.1,31.5,48.3,49.1,31.8,37.1,66.3,0,2015
USC Upstate,ASun,49.5,47.1,16.9,20.3,35.2,33.5,30.4,30.3,49.2,46.6,33.2,31.9,63.6,0,2015
Jacksonville,ASun,49.7,53.6,15.4,17.4,27,26.1,31.4,33.5,45,52.7,38.9,36.6,71.3,0,2016
Kennesaw St.,ASun,48.7,53.2,18.5,18,28.3,34.6,33.5,39,47.2,54,35.1,34.5,69.7,0,2016
Lipscomb,ASun,51.5,52.9,18.6,17.7,26.9,30.2,34.7,35.8,50.5,51.1,35.2,37,73.9,0,2016
NJIT,ASun,51.8,51.3,18.2,19.2,26.8,31.1,33.7,35.7,51.1,50.6,35.1,34.9,69.9,0,2016
North Florida,ASun,57.9,51.8,15.3,14.4,24.1,33.4,28.7,27.1,54.7,51.8,40.9,34.6,71.3,0,2016
Stetson,ASun,51.2,54.5,16.8,15.7,25.2,32.9,33.8,30.8,49.4,54.7,36.2,35.9,71.4,0,2016
USC Upstate,ASun,50.1,54.6,20.2,15.1,33.1,31.9,30.9,36.6,48.4,53.1,35.7,38.1,67.2,0,2016
Jacksonville,ASun,53.8,56.6,18.5,20.9,26.3,28.5,34.6,36.8,50.4,56.5,38.8,37.8,69.2,0,2017
Kennesaw St.,ASun,51.3,53.8,18.9,17.5,31.1,28.5,30.6,36.2,47.7,52.8,41.2,37.3,70.6,0,2017
Lipscomb,ASun,55,52,20.1,20.3,28.3,30.9,41.2,44.2,55.7,50.9,36,36,75.7,0,2017
NJIT,ASun,48.7,55.2,19.7,18.4,30.5,25.2,33.3,36.3,47.7,53.7,33.4,38.4,69.5,0,2017
North Florida,ASun,51.3,52.7,22.2,16.7,33.3,31.8,34.9,35,50.7,51.6,34.7,36.6,71.1,0,2017
Stetson,ASun,49.9,52.9,14.9,15.1,21.1,33,32.6,32.2,49.9,52.6,33.4,35.6,73.9,0,2017
USC Upstate,ASun,52.4,50.7,17.9,14.5,30.2,30.2,31.9,29.9,52.8,51.2,34.6,33.2,69.6,0,2017
Florida Gulf Coast,ASun,55.3,49.9,19.5,18.9,31.3,26.7,33.4,35.1,54.9,49.2,37.3,34,72.2,0,2018
Jacksonville,ASun,49,51.9,19.2,17.8,25.9,29.7,30,28.4,48.8,53.3,33,33,69.7,0,2018
Kennesaw St.,ASun,49.4,54.2,19.2,18.8,29.6,33.6,35,32.9,47.5,56.8,36.9,32.8,69.5,0,2018
NJIT,ASun,49.8,53,18.5,20.3,30,28.6,32.9,33.7,48.1,51.9,35.3,36.9,68.4,0,2018
North Florida,ASun,53.6,54,19.3,13.7,25,35,27.7,23.5,51.5,54.3,37.5,35.4,75.1,0,2018
Stetson,ASun,48.9,54.6,14.9,18.5,23.2,27.5,25,37,48.7,53.6,32.9,37.4,71,0,2018
USC Upstate,ASun,50.1,59.5,16.1,15,27,30.8,21.6,36.1,49.3,56.7,34.1,43.1,70.1,0,2018
Florida Gulf Coast,ASun,52.6,52.1,21.2,19.2,25.6,30.8,31.9,27.4,50.7,49.9,36.9,36.8,69.8,0,2019
Jacksonville,ASun,49.6,52.1,19.9,18.2,28.3,27.4,30.5,28.8,51,50.3,31.2,37,72.5,0,2019
Kennesaw St.,ASun,40.9,53.7,19,17.1,29.2,30.8,30.1,27.7,39.1,53.7,31.4,35.9,69.6,0,2019
Lipscomb,ASun,54.8,48.4,17.8,19.6,26,23.8,36.3,27.9,53.8,48.5,37.5,32.1,74.4,0,2019
NJIT,ASun,50.7,49,17.1,17.9,21.9,27.1,38.4,29.7,49.8,48.8,34.8,32.8,68.2,0,2019
North Alabama,ASun,44.5,52.6,19.3,17.2,27.3,25.1,30.8,38,44.4,52.6,29.7,35.1,69.9,0,2019
North Florida,ASun,52.1,48.1,21.8,16.9,29.4,32.7,25.3,30.6,53.2,47.4,33.9,33.2,73.4,0,2019
Stetson,ASun,45.5,54.5,17.5,18,27.9,32,25,33,45,54.2,31,36.6,70.7,0,2019
Illinois,B10,47.6,48,15.2,19.7,30.2,28,31.2,30.4,44.4,47.3,35.5,32.9,65.6,0,2015
Michigan,B10,49.4,50.9,15.6,19.4,25.5,31.2,26.6,26.7,47,50.8,35.3,34,60.2,0,2015
Minnesota,B10,52.1,50.8,17.7,24.2,30,33.4,32.9,34.5,50.1,48.3,37.2,36.8,68.1,0,2015
Nebraska,B10,46.2,46.8,19.4,20.6,26.7,30.3,36.5,38.5,48,44.7,28.4,33.4,63.7,0,2015
Northwestern,B10,50.4,48.4,18.1,15.5,27.6,30.9,28.6,32.8,48.3,43.8,35.9,37.7,60.6,0,2015
Penn St.,B10,48,45.3,18.2,17.8,29.7,31,34.7,41.5,46.8,43.6,33.4,32.6,65.9,0,2015
Rutgers,B10,43.6,49.8,20.1,18.1,30.5,31.4,32.6,32,43.3,49.3,29.5,33.7,65.4,0,2015
Illinois,B10,50.2,53.6,14.9,19,21.5,28.1,30.5,26.5,47.5,51,36.3,38.6,69,0,2016
Minnesota,B10,45.9,51.7,16.5,17.8,26.5,29.2,37.1,34.2,45.6,48.7,31,38.2,69.4,0,2016
Nebraska,B10,50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,68.2,0,2016
Northwestern,B10,52.5,46.5,15.8,16.4,30.5,28.3,28.4,35,51.6,43.4,35.8,34.5,64.5,0,2016
Ohio St.,B10,49.4,46.6,18.8,17.1,30.2,29.1,36,30.4,49,44.5,33.4,33.4,68.5,0,2016
Penn St.,B10,46.6,48.8,16.9,17.6,28.7,29.4,34.5,42.5,45.9,45.5,31.7,36.6,67,0,2016
Rutgers,B10,45.8,52,18.9,16.1,25.3,35.9,34.5,29.7,44.9,49.9,32.2,37.4,71.4,0,2016
Illinois,B10,50.6,49.9,18.3,18.5,28.6,26.3,32.5,30.1,48.5,49.6,36.1,33.7,68.1,0,2017
Indiana,B10,55.2,48.7,21.4,15.7,36.4,28,34.1,36.8,54.1,47.7,38,33.7,69.7,0,2017
Iowa,B10,52.5,51,18.6,19.1,31.8,32.3,34.9,27.5,49.9,49.5,37.9,35.8,72.8,0,2017
Nebraska,B10,46,52,18.6,19.3,33.7,29.9,30,33.3,45.3,47.5,31.8,40.7,69.5,0,2017
Ohio St.,B10,52.2,48.9,19.2,17.5,29.7,28.8,38.1,29.4,51.6,45.7,35.6,35.6,69.4,0,2017
Penn St.,B10,47.2,49.2,17.9,20.3,26.6,30.6,32.8,31.2,45.4,46.5,33.9,36.3,72.1,0,2017
Rutgers,B10,44.7,47.5,19.7,18.9,37.5,30.1,31.2,31.2,44.5,46.6,30.2,32.7,67.9,0,2017
Illinois,B10,49.8,53.3,18.8,23.2,34,31.3,33.1,47.9,49.8,54.1,33.2,34.5,71.2,0,2018
Indiana,B10,51.1,50.8,18.2,19.7,31.8,29.5,36.4,32.2,52.5,48.4,32.2,36.7,67.8,0,2018
Iowa,B10,54.3,53.1,18.7,15.5,34.1,28,35.4,28.1,53.3,51.2,37.5,37.6,71.4,0,2018
Maryland,B10,54.3,47.5,20.4,16.3,31.4,28.2,37.9,24,53.9,45.6,36.8,33.8,67.5,0,2018
Minnesota,B10,48.7,50.5,15.5,16,30,29.5,35.1,27.1,47.1,47.3,34.6,37.5,71.2,0,2018
Nebraska,B10,49.1,47,16,18.3,30.1,34,37.6,26.5,47.6,46.5,34.6,32.2,68.7,0,2018
Northwestern,B10,49.5,51,17.8,19,29.4,27.7,29.1,37,47.1,48.9,35.4,36.2,65.5,0,2018
Penn St.,B10,52.6,48.3,17.3,19.5,31.7,28.2,31.5,32.1,49.8,46.7,38.7,34.2,68.7,0,2018
Rutgers,B10,43.6,48,17.2,20.5,33.3,29.1,30.5,30.8,43.4,47.6,29.6,32.5,67.2,0,2018
Wisconsin,B10,50.9,51.2,16.8,18.4,28.4,27.7,32.7,30.2,51.2,50.6,33.5,35,63.9,0,2018
Illinois,B10,49.6,52.2,18.4,21.8,29.1,31.9,29.5,42.4,48.2,53.6,34.5,33,71.9,0,2019
Indiana,B10,51,48.2,17.9,18.1,28.1,28.1,34.6,29.2,53.1,47.3,31.2,33.1,68.5,0,2019
Nebraska,B10,49.2,48.1,14.3,19.3,28.5,32.1,33,30,48.6,46.9,33.4,33.8,68,0,2019
Northwestern,B10,46.6,46.7,16.1,17.9,24.2,26.3,30.2,34,46.4,48,31.3,29.3,67.3,0,2019
Penn St.,B10,47.5,49.9,18.1,19.6,31.9,26.3,32.3,34.1,47.2,48.4,32,35.4,68.9,0,2019
Rutgers,B10,47,49.2,19.1,17.4,33.4,27,31.7,32.4,47.2,47,31.2,35.3,69,0,2019
Kansas St.,B12,47.8,49.7,20.9,20.2,34,31.4,46,41,46.9,49.5,33.5,33.5,62.7,0,2015
TCU,B12,47.9,44.1,18.4,20,37.5,33.4,46.5,48,47.5,42.2,32.7,33.5,64.1,0,2015
Texas Tech,B12,45.7,49.2,21.8,20.1,34.6,32.6,46.1,36.5,44.5,48.2,32.3,33.9,62.4,0,2015
Kansas St.,B12,47.6,49,20.3,20.8,37,31,42.5,40.4,48.7,50.4,30,31,67.6,0,2016
Oklahoma St.,B12,48.3,47.1,19.1,17.5,28.8,32.3,38.3,40.9,47.8,44.7,32.8,34.2,65.1,0,2016
TCU,B12,45.7,50.9,20.7,21.1,29.3,31.5,45.6,41.4,43.7,50.2,33.5,34.8,70.3,0,2016
Oklahoma,B12,47.4,50,19,18.5,30.8,29.8,36.7,33.5,45.7,47.1,34.3,36.5,71.4,0,2017
TCU,B12,52.7,50.4,18.8,18.7,34.1,29.3,32.2,30.9,52.2,48.3,35.7,36.3,68.1,0,2017
Texas,B12,48.8,48.1,19.6,18.3,28.4,31.2,34.5,30,51.3,47.7,29.2,32.5,69,0,2017
Texas Tech,B12,52.9,50.8,16.5,20.3,30,25.7,35.6,35.6,51.9,48.9,36.7,35.5,65.2,0,2017
Baylor,B12,51.8,47.7,19.8,17.2,35.5,29.7,32.2,30.2,51.3,46.2,35.4,33.4,67.6,0,2018
Iowa St.,B12,49.9,51,17,16.4,29.5,30.6,29.8,26.5,47.9,51,35.8,33.9,70.1,0,2018
Oklahoma St.,B12,49.8,50,18.1,20.3,34.2,31.1,32.2,35.6,48.3,47.5,34.8,36.7,70,0,2018
Oklahoma St.,B12,50.1,50.3,18,17.6,26.4,29.4,30.6,31.5,46,48.3,37.2,35.4,67.5,0,2019
TCU,B12,52.1,48.4,19.2,18.6,31.2,28.7,31.7,27.7,52.3,49.9,34.6,30.4,70.1,0,2019
Texas,B12,50.9,48.7,16.2,18.9,28.1,29.5,29.7,29.7,49.8,46.2,34.8,35.4,66.1,0,2019
West Virginia,B12,47.5,52.4,21.3,18.5,36.9,28.7,38.9,38,47.6,51.3,31.6,36.1,71.9,0,2019
Creighton,BE,49.4,50.5,18.4,17.1,31.3,28.1,36.3,33.4,47.6,46.9,34.6,38,63.1,0,2015
DePaul,BE,50.7,50.8,19.8,18.8,27.4,35.5,36.5,48.7,49.2,52.7,35.2,31.2,67.7,0,2015
Marquette,BE,49.8,49.2,19.3,21,29,36.4,35.8,30.3,48.8,46.4,34.4,36,64.3,0,2015
Seton Hall,BE,48.2,47.7,18.7,18,34.7,33.2,38.1,38,46,49,35,30,66.2,0,2015
Creighton,BE,53.8,49,16.1,17.5,27.3,26.1,37.5,33.5,54.5,47.5,35.2,34.6,71.3,0,2016
DePaul,BE,49.4,51.4,21.5,17.8,30.7,29.9,36.5,44.8,48.6,49.2,34.3,36.4,68.1,0,2016
Georgetown,BE,51.2,46.6,19.1,16.3,28.3,28.4,37.9,49.3,51.4,44.1,33.9,34.9,68.9,0,2016
Marquette,BE,52,48.7,20,19,28.1,30.7,40.5,28,52.4,47.2,33.9,34.3,71.3,0,2016
St. John's,BE,45.4,51.1,20.9,20.1,27.5,30.9,38,43.3,44.1,49.1,32,36.6,72.9,0,2016
DePaul,BE,48.1,53.8,20.4,20,29.9,30,35.6,40.2,47.7,53.6,32.6,36.1,69.1,0,2017
Georgetown,BE,52,47.4,20.1,17.3,29,30.5,42.6,38.8,51.8,46.8,34.9,32.4,70.3,0,2017
St. John's,BE,50.3,52.4,17.7,20.5,27.4,32.8,36.2,39.3,47.5,50.5,36.4,37.4,74.5,0,2017
DePaul,BE,47.9,52,19.4,20.2,32.9,28.1,29.4,32.3,48.5,49.2,31,37.1,71,0,2018
Georgetown,BE,51.8,50.8,20.7,17,31.3,26,38.3,28.3,50.1,49.9,36.6,34.8,71.4,0,2018
Marquette,BE,56.8,53.8,17.3,18.1,27.6,29.6,28.8,38.9,52.2,53.8,41.7,35.9,70.4,0,2018
St. John's,BE,49.2,50.3,16.4,22.2,23.6,32,30.4,34.4,48.8,46,33.3,37.4,70.5,0,2018
Butler,BE,52.1,52.7,16.1,18.9,25.7,27.6,25.2,36.3,51.4,52.2,35.3,35.7,67.2,0,2019
Creighton,BE,56.2,52.8,18.6,19.1,24.7,26.8,29,27.9,55.7,52.9,37.9,35,70.1,0,2019
DePaul,BE,52.7,53.2,18.8,17.7,32.7,25.6,36.1,30.9,53.3,51.2,34.3,37.3,71,0,2019
Georgetown,BE,51,50.2,17.9,16.3,29.1,26.2,38.2,30.3,49.6,49.6,35.6,34,73.6,0,2019
Providence,BE,48,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,0,2019
Xavier,BE,52.8,50.7,19.6,16.2,32.2,27.2,32.6,24.9,54.7,48.7,33.1,35.6,66.6,0,2019
Idaho,BSky,53.4,53.6,17.5,15.4,30.7,27,38.6,41.5,49.2,53,41,36.3,67.9,0,2015
Idaho St.,BSky,48.1,52,18.7,18.7,29.9,32.2,37,34.8,46.6,49.3,34.9,37,63.9,0,2015
Montana,BSky,53.7,51.3,18,19.9,27.6,28.7,33.3,43.6,52.9,49.4,36.6,36.1,62.5,0,2015
Montana St.,BSky,46.9,53,20.6,17,29.1,28.2,28.7,44.8,42.4,50.4,35.6,39.4,66.2,0,2015
North Dakota,BSky,48.4,53.2,17.9,18.1,24.7,29,38.5,42.3,47.8,51.2,33.1,38.6,68,0,2015
Northern Arizona,BSky,46.1,48.6,17.7,16.7,35.3,26.8,36.4,38.4,42.9,49.1,34.8,31.7,65.2,0,2015
Northern Colorado,BSky,53,55.7,16.2,20,33.6,34.3,35.1,40.4,51.4,52.9,37.5,40.2,63.5,0,2015
Portland St.,BSky,48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,45.5,50.2,37.3,38.5,66.2,0,2015
Sacramento St.,BSky,53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,50.9,54.7,40.8,34.8,62.7,0,2015
Southern Utah,BSky,52.3,51.5,20.1,15.7,22.6,29.3,38.7,50.6,48.4,49.6,39.7,37.2,68,0,2015
Weber St.,BSky,48,50.8,20.5,16.6,28.8,30.2,46,31.5,45,49.6,34.9,35.9,63.2,0,2015
Eastern Washington,BSky,56.4,54,16.1,15.9,26.7,29.2,35.9,37.9,55.4,53.3,38.4,37.4,69.4,0,2016
Idaho,BSky,48.7,49.5,22.7,18.9,34.4,25.3,44.6,41.7,46.1,48.1,36.3,34.3,66.7,0,2016
Idaho St.,BSky,50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,48,52.2,35.7,34,71,0,2016
Montana,BSky,53.4,49.5,18.3,18.7,28.4,24.9,36.8,45.3,51.8,49.5,37.3,33,66.1,0,2016
Montana St.,BSky,50.8,53.9,17.3,16.9,33,27.5,30.7,46.3,47.2,53.4,37.2,36.5,69.3,0,2016
North Dakota,BSky,50.6,51.2,18.1,19.6,23.8,25.9,39.3,38.6,48.7,51,36.7,34.4,72.4,0,2016
Northern Arizona,BSky,45.2,56.2,18.1,17.5,22.3,29.6,36.1,34.3,42.3,53.9,33.4,39.9,71.2,0,2016
Northern Colorado,BSky,50.7,55.9,19.9,17.7,29.2,29.8,43.4,48.4,48.8,54.4,36.4,38.8,69.6,0,2016
Portland St.,BSky,51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,52.7,51.4,31.5,38.3,72.8,0,2016
Sacramento St.,BSky,49.3,50.1,16.7,17.6,26.3,31.2,34.9,37.9,49.2,50.9,33.1,32.5,69.3,0,2016
Southern Utah,BSky,49.3,57.7,18.8,17.4,23.9,31.2,35.4,45,46.5,55,36.4,42.2,68.8,0,2016
Eastern Washington,BSky,54.2,51.2,17.1,14.5,27.3,27.8,34.8,36.9,53.7,48.2,36.8,37.7,67.8,0,2017
Idaho,BSky,49.9,49,18.7,17.7,30.3,25.9,39.9,43,47,46.6,36.4,34.7,67.6,0,2017
Idaho St.,BSky,50.2,56.5,19.3,18.2,22,32.4,38.1,34.2,48.2,54.3,35.6,39.9,70.3,0,2017
Montana,BSky,51.2,52,15.6,18.2,28,26.8,33,44.4,49.9,52.1,35.7,34.5,68.2,0,2017
Montana St.,BSky,51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,47.7,50.1,37.2,37.2,70.9,0,2017
Northern Arizona,BSky,46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,46.1,54.2,31.7,33.9,70.9,0,2017
Northern Colorado,BSky,51,52.2,20.3,18.2,27.4,25.4,34.4,34.5,50.6,52,34.3,35,70.1,0,2017
Portland St.,BSky,52.5,56,16.1,22.2,25.7,31.3,38.1,36.8,53.9,56.2,33.4,37.2,73.6,0,2017
Sacramento St.,BSky,49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,51.1,49.5,31,38.5,67,0,2017
Southern Utah,BSky,47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,43,54.2,36.3,40.2,72.7,0,2017
Weber St.,BSky,56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,53,49.8,40.3,35.2,68,0,2017
Eastern Washington,BSky,54,51,16.8,16.9,21.6,25,28,35.4,52,49.6,37.9,35.8,67.9,0,2018
Idaho,BSky,54.7,50.1,19.4,16.1,31.1,24.2,30.4,30.2,50.3,48.1,41.1,35.2,66.8,0,2018
Idaho St.,BSky,55,52.5,18.5,16.7,19.8,28.1,34.5,31,52.4,53.1,39.4,34.3,69.2,0,2018
Montana St.,BSky,47.8,54.9,17.1,18.4,28.7,27.7,39,36.4,46.1,55.9,33.8,35.5,70.8,0,2018
North Dakota,BSky,51.8,56.4,17.4,19.7,19.8,29.5,35.5,34.1,51.4,56,35.1,38,72.9,0,2018
Northern Arizona,BSky,44.9,55.3,22,19,27,29.5,42.6,37,44.5,52.6,30.5,39.4,70.2,0,2018
Northern Colorado,BSky,53.7,48.8,16.7,17.3,25.6,24.4,33.7,36.7,54,48.7,35.5,32.8,73.1,0,2018
Portland St.,BSky,49.2,55,16.5,22,34.7,30.5,33.3,43.3,48.9,54,33.2,38,75.7,0,2018
Sacramento St.,BSky,49,52.7,17.9,17.5,24.1,29.5,27.8,33.4,47.7,50.9,34.6,37.2,66.9,0,2018
Southern Utah,BSky,50.4,54.6,17.4,16.6,22.6,25.9,35.9,41.6,48.2,53.2,36.1,38.2,72.8,0,2018
Weber St.,BSky,56,50.1,17.5,15.9,19.3,26.8,35.1,31.8,52.5,49.2,41,34.7,68.5,0,2018
Eastern Washington,BSky,50.3,52.5,17.1,16.6,24.6,23.6,27,34.8,48.9,50.1,34.8,37.4,69,0,2019
Idaho,BSky,50.3,53.7,20,13.3,24.2,32,28.2,33.1,46.5,55.4,37.6,34.3,66.5,0,2019
Idaho St.,BSky,52,56.1,17.6,15,25.8,29.8,28.8,30.6,50.4,54.2,36.2,39.6,68.3,0,2019
Montana St.,BSky,53.4,57.1,17.1,17.2,26.3,26.6,34.9,28.3,51.1,57.4,37.6,37.8,71.3,0,2019
North Dakota,BSky,51.3,52.5,17.9,17.3,21,25.4,27.2,30,49.6,52.2,36,35.3,71.1,0,2019
Northern Arizona,BSky,50.3,55,17,16.6,25.8,26.5,33.8,29.7,49.2,55.9,34.6,35.8,69.9,0,2019
Northern Colorado,BSky,53,51.4,18.4,18.6,27.7,25.6,34.8,28.4,53.6,49.5,34.9,37.1,67.9,0,2019
Portland St.,BSky,46.9,53.7,19.4,18.8,38.7,28.5,37.3,43.3,48.3,54.6,29.8,34.8,70.5,0,2019
Sacramento St.,BSky,48.7,52.6,19.1,21.4,28.2,27.1,33.5,36.8,48.3,50.8,33.1,37,69,0,2019
Southern Utah,BSky,50.2,50.4,18.9,16.9,23.2,24.7,39.4,38,50,48,33.7,36.1,72.2,0,2019
Weber St.,BSky,53.2,49,16,15.8,19.2,26.9,37.1,30.9,53.4,49.7,35.2,31.7,72.5,0,2019
Campbell,BSth,49.8,52.5,20.1,19,27.5,30.8,35.9,42.4,46.5,52.7,36,34.7,61.8,0,2015
Charleston Southern,BSth,48.5,52.4,17.2,18.9,33.4,28.5,34.9,32.4,46.7,50.5,33.7,36.7,65.7,0,2015
Gardner Webb,BSth,51,53.4,17.4,17.1,29.8,31.8,37.7,29.1,50.4,51.9,34.6,37.8,68,0,2015
High Point,BSth,51.9,51.3,17.5,19.8,30.6,31.5,34.1,31.5,49.3,49.8,38.6,35.8,62.8,0,2015
Liberty,BSth,46,50.2,24.5,18.1,30.6,32.5,40.2,41.8,45.8,48,31,35.6,66.2,0,2015
Longwood,BSth,49,52.6,20.7,20.8,26.9,35.2,30,45,44.9,50.5,36.9,37.5,67,0,2015
Presbyterian,BSth,48.4,54,20.9,15.9,27.3,33.6,33.3,28.7,48.8,50.6,31.7,38.9,62.4,0,2015
Radford,BSth,50,48.4,18.1,18.8,34.5,32.7,35.4,36.3,50.5,47.8,32.6,33.4,65.3,0,2015
UNC Asheville,BSth,49.9,49.7,20.8,18.3,31.6,32.2,35.4,43.3,48.2,49,35.2,33.9,68.4,0,2015
Winthrop,BSth,50.8,47,17.7,19,29.4,32.3,35.9,38.4,49.2,45.9,35.5,32.7,66.2,0,2015
Campbell,BSth,49.5,53.5,16.4,18.9,22,30.6,41.4,39.3,50.7,52.1,31.7,37.8,69.2,0,2016
Charleston Southern,BSth,50,54,17.9,16.1,24.7,26.9,27.4,37.7,49.4,52.6,33.8,37.4,69.2,0,2016
Coastal Carolina,BSth,49.5,46.3,18.8,15.3,30.6,29,35.7,31.7,49.1,46.2,33.4,30.9,67.5,0,2016
Gardner Webb,BSth,47.7,51.4,18.6,18.8,31.6,29.3,34.9,39.7,46,51.1,33.5,34.7,70.1,0,2016
High Point,BSth,51.9,52.9,15.9,20.6,31.9,31.7,35,32.3,49.8,53.3,38.2,34.7,66.9,0,2016
Liberty,BSth,53.1,53,21.3,18.1,21,29.5,25.5,43.6,52,52.1,36.1,36.4,63.9,0,2016
Longwood,BSth,50.7,54.1,20.5,17.3,29.6,28.1,34.3,36.4,49.8,51.6,34.9,38.2,70,0,2016
Presbyterian,BSth,47.3,52.5,21,19,26,31.4,34.8,38.8,47.7,53.3,30.8,34.2,68.4,0,2016
Radford,BSth,50.2,51.3,19.3,17,34.4,30.1,29,34.3,49.5,51.6,34.4,33.8,66.8,0,2016
Winthrop,BSth,54.2,47.7,17.8,15.9,26,32,41.1,31.9,53.9,47.1,36.4,32.7,73.7,0,2016
Campbell,BSth,51.4,50.7,18.7,17.3,24.2,28.9,36.6,38.7,50.2,49.9,35.6,34.7,67,0,2017
Charleston Southern,BSth,48.7,54.3,16.2,16.8,27.4,27.4,35,41.6,48,53.2,33.3,37.3,69.9,0,2017
Gardner Webb,BSth,52.1,49,20.4,20.4,30.8,28.6,44.7,40.8,50.3,46.8,37.6,35.5,72.3,0,2017
High Point,BSth,48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,44.8,51,37.5,36.7,67.2,0,2017
Liberty,BSth,52.3,52.2,16,22,15,24.7,34.2,42.2,50.4,52.1,36.1,34.9,64.2,0,2017
Longwood,BSth,49.3,55.1,21.9,17.4,21.5,34.1,29,32.2,49.6,52.5,32.5,40,71.8,0,2017
Presbyterian,BSth,45.5,56.1,23.3,16.9,29,31.9,27.7,36.7,43.2,53.3,33.6,39.6,65.3,0,2017
Radford,BSth,47.5,51.2,22.4,15.1,33.8,26.9,29.5,30,44.6,49.9,34.6,35.9,65.6,0,2017
UNC Asheville,BSth,54.1,52.4,16,22.6,24.4,27.3,34.9,31.2,51.8,51.5,39,35.8,69.5,0,2017
Campbell,BSth,54.6,52,17.2,17.3,20.8,26.5,34,32.5,52.6,51.8,38.1,34.8,68.9,0,2018
Charleston Southern,BSth,49,53.9,19.5,22.1,30.2,28.1,31.3,35.1,49,49.9,32.6,39.2,67.5,0,2018
Gardner Webb,BSth,49.1,50.4,20.1,17.1,25.2,27.3,28,37.3,48.1,50.8,34,33.2,69,0,2018
High Point,BSth,49.3,50.1,19.1,20.4,30.9,28.9,34.1,40.1,47.6,48.8,35.9,34.8,66.8,0,2018
Liberty,BSth,52.8,51.4,18.2,18.2,22.9,20.4,33.7,34.4,51.1,47.3,36.8,37.5,64.2,0,2018
Longwood,BSth,46.3,52.4,23,17.6,22.7,30.5,35.3,34.2,45.8,53.2,31.5,34.1,70.3,0,2018
Presbyterian,BSth,49,55.3,18.8,17.8,24.9,30,28,29.3,46.8,55.5,34.6,36.7,64.6,0,2018
